,moduleCode,title,semesters
1958,EG3301R,Ideas to Proof-of-Concept,"[1, 2]"
1959,EG3611A,Industrial Attachment,"[1, 2, 3, 4]"
1960,EG3612,Vacation Industrial Attachment,"[3, 4]"
1961,EG4301,DCP Dissertation,[1]
1962,EG5911R,Information Literacy Skills for Research,"[1, 2]"
1963,EL1101E,The Nature of Language,"[1, 2]"
1964,EL2101,Structure of Sentences and Meanings,[2]
1965,EL2102,Sound Patterns in Language,[1]
1966,EL2111,Historical Variation in English,[2]
1967,EL2151,Social Variation in English,[1]
1968,EL2207,Speech and Language Disorders,[2]
1969,EL3201,Syntax,[2]
1970,EL3206,Psycholinguistics,[1]
1971,EL3214,Language Documentation,[1]
1972,EL3216,Language and the Internet,[1]
1973,EL3251,"Language, Society and Identity",[2]
1974,EL3254,"Media, Discourse and Society",[2]
1975,EL3551,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
1976,EL3551R,FASS Undergraduate Research Opportunity (UROP),[1]
1977,EL4213,Language Typology,[2]
1978,EL4213HM,Language Typology,[2]
1979,EL4216,Lexicology and Lexicography,[2]
1980,EL4216HM,Lexicology and Lexicography,[2]
1981,EL4252,Interactional Discourse,[1]
1982,EL4252HM,Interactional Discourse,[1]
1983,EL4253,"Language, Gender and Sexual Identities",[1]
1984,EL4253HM,"Language, Gender and Sexual Identities",[1]
1985,EL4254,"Language, Ideology and Power",[2]
1986,EL4254HM,"Language, Ideology and Power",[2]
1987,EL4255,English as a World Language,[1]
1988,EL4255HM,English as a World Language,[1]
1989,EL4401,Honours Thesis,"[1, 2]"
1990,EL4401HM,Honours Thesis,"[1, 2]"
1991,EL4660,Independent Study,"[1, 2]"
1992,EL4660HM,Independent Study,"[1, 2]"
1993,EL5101,Grammatical Analysis,[2]
1994,EL5101R,Grammatical Analysis,[2]
1995,EL5102,Phonetics and Phonology,[1]
1996,EL5102R,Phonetics and Phonology,[1]
1997,EL5103,Language in Society,[2]
1998,EL5103R,Language in Society,[2]
1999,EL5203R,Sociophonetics,[1]
2000,EL5206R,Advanced Psycholinguistics,[1]
2001,EL5212R,History of English,[2]
2002,EL5216R,Corpus Linguistics,[2]
2003,EL5253R,Textual Construction of Knowledge,[1]
2004,EL5660,Independent Study,"[1, 2]"
2005,EL6660,Independent Study,"[1, 2]"
2006,EL6880,Topics in Grammatical Theory,[2]
2007,EL6881,Topics in Language and Cognition,"[1, 2]"
2008,EL6882,Topics in Language and Society,[1]
2009,ELC5104,Approaches to Language,[1]
2010,ELC5203,Sociophonetics,[1]
2011,ELC5206,Advanced Psycholinguistics,[1]
2012,ELC5207,Second Language Acquisition and Processing,[2]
2013,ELC5212,History of English,[2]
2014,ELC5216,Corpus Linguistics,[2]
2015,ELC5253,Textual Construction of Knowledge,[1]
2016,EM1180,Foundations in Communicating about Music,[1]
2017,EM1201,English for Academic Purposes (Music) 1,[1]
2018,EM1202,English for Academic Purposes (Music) 2,"[1, 2]"
2019,EN1101E,An Introduction to Literary Studies,"[1, 2]"
2020,EN2201,Backgrounds to Western Literature and Culture,[2]
2021,EN2202,Critical Reading,[1]
2022,EN2203,Introduction to Film Studies,[2]
2023,EN2206,The Arts and Social Justice,[2]
2024,EN2207,Gender and Sexuality in Literature,[1]
2025,EN2209,Literature and Culture in Ancient Rome,[1]
2026,EN2210,Poetry and Poetics,[2]
2027,EN2277,Love's Word: Reading across Literature and Philosophy,[1]
2028,EN3220,From the “Age of Epic” to the “Age of TV”,[2]
2029,EN3221,The English Renaissance,[2]
2030,EN3224,The Twentieth Century,[1]
2031,EN3227,Romanticism,[1]
2032,EN3242,History of Film,[1]
2033,EN3248,Reading the Horror Film,[1]
2034,EN3253,Strange Times: Issues in Contemporary Literature,[2]
2035,EN3254,Worldly Words: Written Image and Visual Text,[2]
2036,EN3551,FASS Undergraduate Research Opportunity (UROP),"[1, 2]"
2037,EN4222,Topics in the Eighteenth Century,[1]
2038,EN4222HM,Topics in the Eighteenth Century,[1]
2039,EN4232,Topics in American Literature,[1]
2040,EN4232HM,Topics in American Literature,[1]
2041,EN4265,Approaches to World Literature: Critical Realism,[2]
2042,EN4265HM,Approaches to World Literature: Critical Realism,[2]
2043,EN4266,South Asian Literatures in English,[1]
2044,EN4266HM,South Asian Literatures in English,[1]
2045,EN4269,Ovid the Innovator: Advanced Ancient Roman Poetry,[2]
2046,EN4269HM,Ovid the Innovator: Advanced Ancient Roman Poetry,[2]
2047,EN4401,Honours Thesis,"[1, 2]"
2048,EN4401HM,Honours Thesis,"[1, 2]"
2049,EN4660,Independent Study,"[1, 2]"
2050,EN4660HM,Independent Study,"[1, 2]"
2051,EN4880A,"Usurpation and Authority, 1558-1674",[2]
2052,EN4880AHM,"Usurpation and Authority, 1558-1674",[2]
2053,EN5232R,Ideological Approaches to Literature,[2]
2054,EN5238R,Twentieth Century Literature,[1]
2055,EN5239R,Literature of the Anglophone Chinese Diaspora,[1]
2056,EN5241,Literature and New Worlds: 1590-1750,[1]
2057,EN5241R,Literature and New Worlds: 1590-1750,[1]
2058,EN5242R,Women Novelists,[2]
2059,EN5247R,"Victorian Literature: History, Politics, Culture",[1]
2060,EN5253R,Writing in the Aftermath,[2]
2061,EN5660,Independent Study,"[1, 2]"
2062,EN5880AR,Literature and the Environment,[2]
2063,EN5883R,Screen Culture in Southeast Asia,[2]
2064,EN6102,Advanced Critical Reading,[2]
2065,EN6660,Independent Study,"[1, 2]"
2066,EN6880,Topics in the New Literatures,"[1, 2]"
2067,EN6881,Topics in Literary History,"[1, 2]"
2068,EN6882,Advanced Topics in Cultural Studies,[2]
2069,ENC5149,Literary Studies: Overview and Writing Practices,[1]
2070,ENC5150,Survey of the Discipline: Methods and Approaches,[1]
2071,ENC5151,Global Anglophone Literature,[2]
2072,ENC5232,Ideological Approaches to Literature,[2]
2073,ENC5238,Twentieth Century Literature,[1]
2074,ENC5239,Literature of the Anglophone Chinese Diaspora,[1]
2075,ENC5242,Women Novelists,[2]
2076,ENC5247,"Victorian Literature: History, Politics, Culture",[1]
2077,ENC5253,Writing in the Aftermath,[2]
2078,ENC5880A,Literature and the Environment,[2]
2079,ENC5883,Screen Culture in Southeast Asia,[2]
2080,ENV1101,Environmental Studies: An Interdisciplinary Overview,[1]
2081,ENV2102,Environmental Law,[2]
2082,ENV2103,The Environment and Public Health,[1]
2083,ENV2288,Basic UROP in Environmental Studies I,"[1, 2]"
2084,ENV2289,Basic UROP in Environmental Studies II,"[1, 2]"
2085,ENV2301,Methods and Techniques for Environmental Studies,[1]
2086,ENV2302,Communications for Environmental Studies,[1]
2087,ENV3101,Environmental Challenges in Asia,[1]
2088,ENV3102,Field Course in Environmental Studies,[3]
2089,ENV3104,Socio-Ecological Assessment of Environmental Impacts,[2]
2090,ENV3202A,Environmental Studies Internship Programme,"[3, 4]"
2091,ENV3206,Evaluating Environmental Sustainability,[1]
2092,ENV3288,Advanced UROP in Environmental Studies I,"[1, 2]"
2093,ENV3288R,Advanced UROP in Environmental Studies I (REx),"[1, 2]"
2094,ENV3289,Advanced UROP in Environmental Studies II,"[1, 2]"
2095,ENV3289R,Advanced UROP in Environmental Studies II (REx),[2]
2096,ENV4101,Environmental Management in Singapore,[2]
2097,ES1000,Foundation Academic English,"[1, 2]"
2098,ES1103,English for Academic Purposes,"[1, 2, 3]"
2099,ES2002,Business Communication for Leaders (BBA),"[1, 2]"
2100,ES2631,Critique and Communication of Thinking and Design,"[1, 2]"
2101,ES2660,Communicating in the Information Age,"[1, 2]"
2102,ES5000,Graduate English I,"[1, 2]"
2103,ES5001A,Graduate English II,"[1, 2]"
2104,ESE2000,Chemistry for an Environmentally Sustainable Future,[1]
2105,ESE2001,Environmental Challenges in the Anthropocene,[1]
2106,ESE2101,Environmental Engineering Principles and Practice,[1]
2107,ESE2102,Principles & Practice in Environmental Monitoring,[2]
2108,ESE3101,Resource Management and Circular Economy,[2]
2109,ESE3201,Air Quality in Changing Environments,[1]
2110,ESE3301,Microbiology in Natural and Built Environments,[2]
2111,ESE3401,Sustainable Urban Water Technologies,[1]
2112,ESE4401,Water & Wastewater Engineering 2,[2]
2113,ESE4408,Environmental Impact Assessment,[2]
2114,ESE4501,Design Project,[1]
2115,ESE4501R,Design Project,"[1, 2]"
2116,ESE4502N,Final Year Project,[2]
2117,ESE4502R,B. Eng. Dissertation,"[1, 2]"
2118,ESE5001,Environmental Engineering Principles,"[1, 2]"
2119,ESE5001AB,Environmental Engineering Principles,"[1, 2]"
2120,ESE5003,Environmental Chemical Processes Analysis,[1]
2121,ESE5004,Research Project,"[1, 2]"
2122,ESE5202,Air Pollution Control Technology,[2]
2123,ESE5202AB,Air Pollution Control Technology,[2]
2124,ESE5203,Aerosol Science and Technology,[2]
2125,ESE5204,Toxic and Hazardous Waste Management,[2]
2126,ESE5204AB,Toxic and Hazardous Waste Management,[2]
2127,ESE5205,Sludge and Solid Waste Management,[2]
2128,ESE5301,Environmental Microbiology and Biotechnology,[1]
2129,ESE5404,Biological Treatment Processes,[1]
2130,ESE5666,Industrial Attachment,"[1, 2]"
2131,ESE5880A,Topics in Environmental Engineering: Chem. & Lab Safety,[1]
2132,ESE5880AB,Chem. & Lab Safety,[1]
2133,ESE5880C,Topics in Env. Eng. - Environ Sys Planning & Analysis,[2]
2134,ESE5901,Environmental Technology,[2]
2135,ESE5999,Graduate Seminars,"[1, 2]"
2136,ESE6003,Advanced Environmental Chemical Process Analysis,[1]
2137,ESE6301,Advanced Environmental Microbiology and Biotechnology,[1]
2138,ESE6999,Doctoral Seminars,"[1, 2]"
2139,ESP1111,Engineering Principles In-Action,[1]
2140,ESP2106,Principles of Continua,[1]
2141,ESP2107,Numerical Methods and Statistics,[1]
2142,ESP2110,Design Project,[2]
2143,ESP2111,Sensor System Electronics,[2]
2144,ESP3201,Machine Learning in Robotics and Engineering,[1]
2145,ESP3903,Major Design Project 2,[1]
2146,ESP4401,Optimization of Energy Systems,[2]
2147,ESP4901,Research Project,"[1, 2]"
2148,ETP2271,Discovering Resilience and Purpose,"[1, 2, 3, 4]"
2149,ETP3121,Startup Ecosystem Exposure,"[1, 2]"
2150,ETP3201I,Innovation & Enterprise Internship,"[1, 2]"
2151,ETP3201L,Innovation & Enterprise Internship,"[1, 2]"
2152,ETP3201S,Innovation & Enterprise Internship,"[1, 2]"
2153,ETP3201T,Innovation & Enterprise Internship,[2]
2154,ETP3202E,Innovation & Enterprise Case Study & Analysis,"[1, 2]"
2155,ETP3202I,Innovation & Enterprise Case Study & Analysis,"[1, 2]"
2156,ETP3202L,Innovation & Enterprise Case Study & Analysis,"[1, 2]"
2157,ETP3202P,Innovation & Enterprise Case Study & Analysis,"[1, 2]"
2158,ETP3202S,Innovation & Enterprise Case Study & Analysis,[2]
2159,ETP3203L,Innovation & Enterprise Internship Practicum,"[1, 2]"
2160,ETP3204S,Innovation & Enterprise Internship Practicum,"[1, 2]"
2161,ETP3204T,Innovation & Enterprise Internship Practicum,[2]
2162,ETP3205,Innovation & Enterprise Internship,"[2, 3, 4]"
2163,ETP3205A,Innovation & Enterprise Internship,"[3, 4]"
2164,ETP3206L,Innovation & Enterprise Internship,"[1, 2]"
2165,ETP3211,New Venture Creation,"[1, 2]"
2166,ETP3321,Summer Programme in Entrepreneurship,[4]
2167,ETP4212,Venture Creation: Process and Mindset,"[1, 2]"
2168,ETP5201,Innovation & Enterprise Internship,"[1, 2]"
2169,ETP5301,Innovation & Enterprise Internship,[1]
2170,ETP5311,GRIP Venture Creation Practicum,[2]
2171,ETP5322,Agile Venture Leadership,"[2, 3]"
2172,ETP5331,Intellectual Property Basics for Entrepreneurs,"[1, 2]"
2173,ETP5341,New Venture Finance,"[1, 2]"
2174,ETP5381,Carbon Market & Sustainable Financing,"[1, 2]"
2175,FAS1101,Writing Academically: Arts and Social Sciences,"[1, 2]"
2176,FAS2551,FASS Internship,"[1, 2]"
2177,FAS2551A,FASS Internship II,"[1, 2]"
2178,FAS2552,FASS Extended Internship,"[1, 2]"
2179,FAS2552A,FASS Extended Internship II,"[1, 2]"
2180,FAS2553,FASS Work Experience Internship,"[3, 4]"
2181,FAS2553A,FASS Work Experience Internship II,"[3, 4]"
2182,FAS2882A,The Chinese Economy: Institutions and Policies,[4]
2183,FAS2882C,Media in Global Contexts,[4]
2184,FAS2882E,"Social Psychology, You, and Me",[4]
2185,FAS2882F,Cyberpsychology: Technology and the Human Mind,[4]
2186,FAS2882G,Cross-Cultural Dialogue: A Global Perspective,[4]
2187,FAS2882I,Chinese Economic History in a Global Context,[4]
2188,FAS2882J,"Economy, Society and Government",[4]
2189,FAS3550,FASS Industry Seminar,[2]
2190,FAS3551,FASS Capstone Career Preparation,[2]
2191,FDP2011,"Special Mathematics Class 1, 2","[1, 2]"
2192,FDP2012,Special Mathematics Class 3,[2]
2193,FDP2021,"Special Physics Class 1, 2","[1, 2]"
2194,FDP2022,Special Physics Class 3,[2]
2195,FE5101,Derivatives And Fixed Income,[1]
2196,FE5103,Equity Products and Exotics,[2]
2197,FE5105,Corporate Financing and Risk,"[1, 4]"
2198,FE5107,Risk Analyses And Management,[2]
2199,FE5108,Portfolio Theory And Investments,[1]
2200,FE5110,Financial Engineering Project,"[1, 2, 4]"
2201,FE5111,Graduate Internship in Financial Engineering,"[1, 2]"
2202,FE5112,Stochastic Calculus and Quantitative Methods,"[1, 4]"
2203,FE5116,Programming and Advanced Numerical Methods,"[2, 4]"
2204,FE5209,Financial Econometrics,"[1, 4]"
2205,FE5210,Research Methods in Finance,[2]
2206,FE5211,Seminar In Financial Engineering,[4]
2207,FE5212,Sustainable Finance Risk Management (SFRM),[1]
2208,FE5213,Quantitative Macroeconomics and Finance with Python,[2]
2209,FE5214,Introduction to Quantitative Investing,[2]
2210,FE5216,Financial Technology Innovations Seminar,[4]
2211,FE5221,Trading Principles & Fundamentals,[1]
2212,FE5222,Advanced Derivatives Pricing,[1]
2213,FE5223,Introduction to Electronic Financial Market,[1]
2214,FE5226,C++ in Financial Engineering,[1]
2215,FE5227,Commodities: Fundamentals and Modelling,[2]
2216,FIN2704,Finance,"[1, 2]"
2217,FIN2704X,Finance,"[1, 2]"
2218,FIN3139,Independent Study in Finance,[1]
2219,FIN3701A,Corporate Finance,"[1, 2]"
2220,FIN3701B,Corporate Finance,[2]
2221,FIN3702A,Investment Analysis and Portfolio Management,"[1, 2]"
2222,FIN3702B,Investment Analysis and Portfolio Management,"[1, 2]"
2223,FIN3702C,Investment Analysis and Portfolio Management,[2]
2224,FIN3703A,Financial Markets,"[1, 2]"
2225,FIN3703B,Financial Markets,[2]
2226,FIN3711,International Financial Management,"[1, 2]"
2227,FIN3712,Options and Futures,[2]
2228,FIN3713,Bank Management,"[1, 2]"
2229,FIN3714,Financial Risk Management,[1]
2230,FIN3715,Risk and Insurance,"[1, 2]"
2231,FIN3716,Financial Modelling,"[1, 2]"
2232,FIN3719,Household Finance,"[1, 2]"
2233,FIN3720,Financial Statement Analysis,"[1, 2]"
2234,FIN3751,Independent Study in Finance,"[1, 2]"
2235,FIN3761A,TIF: Transaction Banking,"[1, 2]"
2236,FIN4129,Advanced Independent Study in Finance,[1]
2237,FIN4714,Valuation and Mergers & Acquisition,"[1, 2]"
2238,FIN4715,Measuring Success in Philanthropy and Impact Investing,[2]
2239,FIN4716,Equity Research Seminar,[2]
2240,FIN4717,Entrepreneurial Finance,"[1, 2]"
2241,FIN4718,FinTech Management,"[1, 2]"
2242,FIN4719,FinTech and Financial Data Analytics,[2]
2243,FIN4720,Sustainability and Finance,"[1, 2]"
2244,FIN4721,"AI, Blockchain and Quantum Computing","[1, 2]"
2245,FIN4722,Advanced Household Finance,[1]
2246,FIN4723,The Financial System,[1]
2247,FIN4751,Advanced Independent Study in Finance,"[1, 2, 3, 4]"
2248,FIN4752,Advanced Independent Study in Finance (2 Units),[1]
2249,FIN4761A,SIF: Private Equity,[2]
2250,FIN4761C,SIF: Applied Portfolio Management Techniques,[1]
2251,FIN6002,Banking and Household Finance,[1]
2252,FSC2101,Forensic Science,[1]
2253,FSC3101,Evidence in Forensic Science,[2]
2254,FSC4201,Articulating Probability and Statistics in Court,[1]
2255,FSC4202,Forensic Human Identification,[2]
2256,FSC4203,Forensic Toxicology and Poisons,[4]
2257,FSC4204,Criminalistics: Evidence and Proof,[4]
2258,FSC4206,Advanced Criminal Litigation – Forensics on Trial,[2]
2259,FSC4207,Forensic Entomology,[2]
2260,FSC4208,Advanced Forensic Science,[2]
2261,FSC5101,Survey of Forensic Science,[1]
2262,FSC5199,Research Project in Forensic Science,"[1, 2, 3, 4]"
2263,FSC5201,Advanced CSI Techniques,[1]
2264,FSC5202,Forensic Defense Science,[2]
2265,FSC5203,Digital Forensic Investigation,[1]
2266,FSC5204,Forensic Psychiatry and Psychology,[2]
2267,FSC5205,Forensic Science in Major Cases,[2]
2268,FSC5206,Specialized Topics in Forensic Science I,[1]
2269,FSC5207,Specialised Topics in Forensics II,[2]
2270,FSP4003,Field Service Project,"[1, 2]"
2271,FST1101B,Science and Technology of Foods,"[1, 2]"
2272,FST2102B,Chemistry of Food Components,[1]
2273,FST2106,Post Harvest Food Processing,[2]
2274,FST2109,Fundamentals of Food Engineering,[2]
2275,FST2110,Food Microbiology and Fermentation,[1]
2276,FST2201,Introduction to Human Nutrition,[2]
2277,FST2204,Seafood Supply Chains in Japan and Singapore,"[3, 4]"
2278,FST2205,Global Food Science & Technology Immersion Programme,[2]
2279,FST2288,Basic UROPS in Food Science & Technology I,"[1, 2, 3, 4]"
2280,FST2288R,Basic UROPS in Food Science & Technology I (REx),"[1, 2]"
2281,FST2289,Basic UROPS in Food Science & Technology II,"[1, 2, 3, 4]"
2282,FST2289R,Basic UROPS in Food Science & Technology II (REx),[2]
2283,FST2310,FOS Undergraduate Professional Internship Programme 1ST,"[3, 4]"
2284,FST2312,FOS Undergraduate Professional Internship Programme 2S1,[1]
2285,FST2313,FOS Undergraduate Professional Internship Programme 2S2,[2]
2286,FST3103,Advanced Food Engineering,[1]
2287,FST3107,Sensory and Consumer Science,[1]
2288,FST3108,Food Safety and Regulation,[1]
2289,FST3109,Flavour Science,[2]
2290,FST3110,Sustainable Food Packaging,[2]
2291,FST3111,Food Analysis and Lab,[1]
2292,FST3112,Food Quality Assurance and Control,[2]
2293,FST3181,Professional Placement,"[3, 4]"
2294,FST3202,Nutrition and Disease Prevention,[1]
2295,FST3203,Vitamins & Minerals in Health & Diseases,[1]
2296,FST3204,Nutrition Through the Life Cycle,[2]
2297,FST3205,Current Topics in Health and Nutrition,[2]
2298,FST3287,FST Professional Placement,"[3, 4]"
2299,FST3288,Advanced UROPS in Food Science & Technology I,"[1, 2, 3, 4]"
2300,FST3288R,Advanced UROPS in Food Science & Technology I (REx),[1]
2301,FST3289,Advanced UROPS in Food Science & Technology II,"[1, 2, 3, 4]"
2302,FST3310,FOS Undergraduate Professional Internship Programme 2ST,"[3, 4]"
2303,FST3311,Undergraduate Professional Internship Programme,"[3, 4]"
2304,FST3312,FOS Undergraduate Professional Internship Programme 3S1,[1]
2305,FST3313,FOS Undergraduate Professional Internship Programme 3S2,[2]
2306,FST4102,Advanced Food Processing Technology,[2]
2307,FST4103,Food Colloids and Components Science,[2]
2308,FST4104,Food Product Innovation,[2]
2309,FST4202,Nutritional Biochemistry,[1]
2310,FST4277,Professional Internship in Food Science and Technology,"[1, 2]"
2311,FST4278,Independent Study during Internship,[1]
2312,FST4288,Honours Project in Food Science and Technology,"[1, 2]"
2313,FST4310,FOS Undergraduate Professional Internship Programme 3ST,"[3, 4]"
2314,FST4312,FOS Undergraduate Professional Internship Programme 4S1,[1]
2315,FST5198,Advanced Food Science and Technology Seminar,[1]
2316,FST5199,MSc research project,[1]
2317,FST5199A,MSc Research Project,"[1, 2]"
2318,FST5199B,Integrated Food Research Lab,"[1, 2]"
2319,FST5201,Rheology and Textural Properties of Biomaterials,[2]
2320,FST5202A,Modern Food Fermentation,[2]
2321,FST5203A,Advanced Food Microbiological Analysis and Food Safety,[2]
2322,FST5205A,Smart & Sustainable Food Processing and Engineering,[1]
2323,FST5207,Introduction to Advanced Meat Alternatives,[2]
2324,FST5225,Advanced Current Topics in Food Science I,[1]
2325,FST5226,Advanced Current Topics in Food Science II,[1]
2326,FST5227,Advanced Current Topics in Food Science III,[1]
2327,FST5301A,Scientific Principles of Nutraceuticals,[1]
2328,FST5302,"Food, Nutrition and Health",[1]
2329,FST5303A,Science in Clinical Nutrition,[2]
2330,FT5001,Fintech Innovations for Consumers,[1]
